"module name","license","repository"
"@types/c3@0.6.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-array@1.2.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-axis@1.0.12","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-brush@1.0.10","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-chord@1.0.9","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-collection@1.0.8","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-color@1.2.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-dispatch@1.0.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-drag@1.2.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-dsv@1.0.36","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-ease@1.0.9","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-force@1.2.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-format@1.3.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-geo@1.11.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-hierarchy@1.1.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-interpolate@1.3.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-path@1.0.8","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-polygon@1.0.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-quadtree@1.0.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-queue@3.0.8","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-random@1.1.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-request@1.0.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-scale@1.0.14","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-selection@1.4.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-shape@1.3.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-time-format@2.1.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-time@1.0.10","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-timer@1.0.9","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-transition@1.1.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-voronoi@1.1.9","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-zoom@1.7.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3@4.13.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/events@3.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/geojson@7946.0.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/glob@7.1.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/hoist-non-react-statics@3.3.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/invariant@2.2.30","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-lib-coverage@2.0.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-lib-report@3.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-reports@3.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/jest@26.0.15","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/minimatch@3.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@9.4.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/prop-types@15.7.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react@16.9.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/shallowequal@1.1.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/testing-library__jest-dom@5.9.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/yargs-parser@15.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/yargs@15.0.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@webassemblyjs/ast@1.8.5","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/floating-point-hex-parser@1.8.5","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-api-error@1.8.5","MIT",""
"@webassemblyjs/helper-buffer@1.8.5","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-code-frame@1.8.5","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-fsm@1.8.5","ISC",""
"@webassemblyjs/helper-module-context@1.8.5","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-wasm-bytecode@1.8.5","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-wasm-section@1.8.5","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/ieee754@1.8.5","MIT",""
"@webassemblyjs/leb128@1.8.5","MIT",""
"@webassemblyjs/utf8@1.8.5","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-edit@1.8.5","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-gen@1.8.5","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-opt@1.8.5","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-parser@1.8.5","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wast-parser@1.8.5","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wast-printer@1.8.5","MIT","https://github.com/xtuc/webassemblyjs"
"@xtuc/ieee754@1.2.0","BSD-3-Clause","https://github.com/feross/ieee754"
"@xtuc/long@4.2.2","Apache-2.0","https://github.com/dcodeIO/long.js"
"abab@1.0.4","ISC","https://github.com/jsdom/abab"
"abab@2.0.2","BSD-3-Clause","https://github.com/jsdom/abab"
"abbrev@1.1.1","ISC","https://github.com/isaacs/abbrev-js"
"accepts@1.3.7","MIT","https://github.com/jshttp/accepts"
"acorn-globals@4.3.4","MIT","https://github.com/ForbesLindesay/acorn-globals"
"acorn-jsx@3.0.1","MIT","https://github.com/RReverser/acorn-jsx"
"acorn-walk@6.2.0","MIT","https://github.com/acornjs/acorn"
"acorn@3.3.0","MIT","https://github.com/ternjs/acorn"
"acorn@5.7.4","MIT","https://github.com/acornjs/acorn"
"acorn@6.4.1","MIT","https://github.com/acornjs/acorn"
"address@1.0.3","MIT","https://github.com/node-modules/address"
"airbnb-prop-types@2.14.0","MIT","https://github.com/airbnb/prop-types"
"ajv-errors@1.0.1","MIT","https://github.com/epoberezkin/ajv-errors"
"ajv-keywords@1.5.1","MIT","https://github.com/epoberezkin/ajv-keywords"
"ajv-keywords@2.1.1","MIT","https://github.com/epoberezkin/ajv-keywords"
"ajv-keywords@3.2.0","MIT","https://github.com/epoberezkin/ajv-keywords"
"ajv-keywords@3.4.1","MIT","https://github.com/epoberezkin/ajv-keywords"
"ajv@4.11.8","MIT","https://github.com/epoberezkin/ajv"
"ajv@5.5.2","MIT","https://github.com/epoberezkin/ajv"
"ajv@6.10.2","MIT","https://github.com/epoberezkin/ajv"
"amdefine@1.0.1","BSD-3-Clause OR MIT","https://github.com/jrburke/amdefine"
"ansi-align@2.0.0","ISC","https://github.com/nexdrew/ansi-align"
"ansi-colors@3.2.4","MIT","https://github.com/doowb/ansi-colors"
"ansi-escapes@1.4.0","MIT","https://github.com/sindresorhus/ansi-escapes"
"ansi-escapes@3.0.0","MIT","https://github.com/sindresorhus/ansi-escapes"
"ansi-html@0.0.7","Apache-2.0","https://github.com/Tjatse/ansi-html"
"ansi-regex@2.1.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-regex@3.0.0","MIT","https://github.com/chalk/ansi-regex"
"ansi-regex@4.1.0","MIT","https://github.com/chalk/ansi-regex"
"ansi-regex@5.0.0","MIT","https://github.com/chalk/ansi-regex"
"ansi-styles@2.2.1","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@3.2.1","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@4.3.0","MIT","https://github.com/chalk/ansi-styles"
"anymatch@2.0.0","ISC","https://github.com/micromatch/anymatch"
"app-builder@6.3.0","UNLICENSED","https://github.com/entando/app-builder"
"append-transform@0.4.0","MIT","https://github.com/jamestalmage/append-transform"
"aproba@1.2.0","ISC","https://github.com/iarna/aproba"
"are-we-there-yet@1.1.5","ISC","https://github.com/iarna/are-we-there-yet"
"argparse@1.0.10","MIT","https://github.com/nodeca/argparse"
"argv-tools@0.1.1","MIT","https://github.com/75lb/argv-tools"
"aria-query@0.7.1","Apache-2.0","https://github.com/A11yance/aria-query"
"aria-query@4.2.2","Apache-2.0","https://github.com/A11yance/aria-query"
"arr-diff@2.0.0","MIT","https://github.com/jonschlinkert/arr-diff"
"arr-diff@4.0.0","MIT","https://github.com/jonschlinkert/arr-diff"
"arr-flatten@1.1.0","MIT","https://github.com/jonschlinkert/arr-flatten"
"arr-union@3.1.0","MIT","https://github.com/jonschlinkert/arr-union"
"array-back@2.0.0","MIT","https://github.com/75lb/array-back"
"array-equal@1.0.0","MIT","https://github.com/component/array-equal"
"array-filter@0.0.1","MIT","https://github.com/juliangruber/array-filter"
"array-find-index@1.0.2","MIT","https://github.com/sindresorhus/array-find-index"
"array-flatten@1.1.1","MIT","https://github.com/blakeembrey/array-flatten"
"array-flatten@2.1.2","MIT","https://github.com/blakeembrey/array-flatten"
"array-includes@3.0.3","MIT","https://github.com/ljharb/array-includes"
"array-map@0.0.0","MIT","https://github.com/substack/array-map"
"array-reduce@0.0.0","MIT","https://github.com/substack/array-reduce"
"array-union@1.0.2","MIT","https://github.com/sindresorhus/array-union"
"array-uniq@1.0.3","MIT","https://github.com/sindresorhus/array-uniq"
"array-unique@0.2.1","MIT","https://github.com/jonschlinkert/array-unique"
"array-unique@0.3.2","MIT","https://github.com/jonschlinkert/array-unique"
"array.prototype.find@2.1.0","MIT","https://github.com/paulmillr/Array.prototype.find"
"arrify@1.0.1","MIT","https://github.com/sindresorhus/arrify"
"asap@2.0.6","MIT","https://github.com/kriskowal/asap"
"asn1.js@4.10.1","MIT","https://github.com/indutny/asn1.js"
"asn1@0.2.3","MIT","https://github.com/mcavage/node-asn1"
"assert-plus@1.0.0","MIT","https://github.com/mcavage/node-assert-plus"
"assert@1.5.0","MIT","https://github.com/browserify/commonjs-assert"
"assign-symbols@1.0.0","MIT","https://github.com/jonschlinkert/assign-symbols"
"ast-types-flow@0.0.7","ISC","https://github.com/kyldvs/ast-types-flow"
"astral-regex@1.0.0","MIT","https://github.com/kevva/astral-regex"
"async-each@1.0.3","MIT","https://github.com/paulmillr/async-each"
"async-foreach@0.1.3","MIT*","https://github.com/cowboy/javascript-sync-async-foreach"
"async-limiter@1.0.0","MIT","https://github.com/strml/async-limiter"
"async@2.6.0","MIT","https://github.com/caolan/async"
"async@2.6.3","MIT","https://github.com/caolan/async"
"asynckit@0.4.0","MIT","https://github.com/alexindigo/asynckit"
"atob@2.1.1","(MIT OR Apache-2.0)","git://git.coolaj86.com/coolaj86/atob.js"
"atob@2.1.2","(MIT OR Apache-2.0)","git://git.coolaj86.com/coolaj86/atob.js"
"autoprefixer@7.1.6","MIT","https://github.com/postcss/autoprefixer"
"aws-sign2@0.7.0","Apache-2.0","https://github.com/mikeal/aws-sign"
"aws4@1.8.0","MIT","https://github.com/mhart/aws4"
"axobject-query@0.1.0","Apache-2.0","https://github.com/A11yance/axobject-query"
"babel-code-frame@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-code-frame"
"babel-core@6.26.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-core"
"babel-eslint@10.0.3","MIT","https://github.com/babel/babel-eslint"
"babel-eslint@9.0.0","MIT","https://github.com/babel/babel-eslint"
"babel-generator@6.26.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-generator"
"babel-helper-builder-binary-assignment-operator-visitor@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-builder-binary-assignment-operator-visitor"
"babel-helper-builder-react-jsx@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-builder-react-jsx"
"babel-helper-call-delegate@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-call-delegate"
"babel-helper-define-map@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-define-map"
"babel-helper-explode-assignable-expression@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-explode-assignable-expression"
"babel-helper-function-name@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-function-name"
"babel-helper-get-function-arity@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-get-function-arity"
"babel-helper-hoist-variables@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-hoist-variables"
"babel-helper-optimise-call-expression@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-optimise-call-expression"
"babel-helper-regex@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-regex"
"babel-helper-remap-async-to-generator@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-remap-async-to-generator"
"babel-helper-replace-supers@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-replace-supers"
"babel-helpers@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helpers"
"babel-jest@23.6.0","MIT","https://github.com/facebook/jest"
"babel-loader@7.1.5","MIT","https://github.com/babel/babel-loader"
"babel-messages@6.23.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-messages"
"babel-plugin-check-es2015-constants@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-check-es2015-constants"
"babel-plugin-dynamic-import-node@1.1.0","MIT","https://github.com/airbnb/babel-plugin-dynamic-import-node"
"babel-plugin-istanbul@4.1.6","BSD-3-Clause","https://github.com/istanbuljs/babel-plugin-istanbul"
"babel-plugin-jest-hoist@23.2.0","MIT","https://github.com/facebook/jest"
"babel-plugin-styled-components@1.11.1","MIT","https://github.com/styled-components/babel-plugin-styled-components"
"babel-plugin-syntax-async-functions@6.13.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-async-functions"
"babel-plugin-syntax-class-properties@6.13.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-class-properties"
"babel-plugin-syntax-dynamic-import@6.18.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-dynamic-import"
"babel-plugin-syntax-exponentiation-operator@6.13.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-exponentation-operator"
"babel-plugin-syntax-flow@6.18.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-flow"
"babel-plugin-syntax-jsx@6.18.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-jsx"
"babel-plugin-syntax-object-rest-spread@6.13.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-object-rest-spread"
"babel-plugin-syntax-trailing-function-commas@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-trailing-function-commas"
"babel-plugin-transform-async-to-generator@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-async-to-generator"
"babel-plugin-transform-class-properties@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-class-properties"
"babel-plugin-transform-es2015-arrow-functions@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-arrow-functions"
"babel-plugin-transform-es2015-block-scoped-functions@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-block-scoped-functions"
"babel-plugin-transform-es2015-block-scoping@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-block-scoping"
"babel-plugin-transform-es2015-classes@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-classes"
"babel-plugin-transform-es2015-computed-properties@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-computed-properties"
"babel-plugin-transform-es2015-destructuring@6.23.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-destructuring"
"babel-plugin-transform-es2015-duplicate-keys@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-duplicate-keys"
"babel-plugin-transform-es2015-for-of@6.23.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-for-of"
"babel-plugin-transform-es2015-function-name@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-function-name"
"babel-plugin-transform-es2015-literals@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-literals"
"babel-plugin-transform-es2015-modules-amd@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-modules-amd"
"babel-plugin-transform-es2015-modules-commonjs@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-modules-commonjs"
"babel-plugin-transform-es2015-modules-systemjs@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-modules-systemjs"
"babel-plugin-transform-es2015-modules-umd@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-modules-umd"
"babel-plugin-transform-es2015-object-super@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-object-super"
"babel-plugin-transform-es2015-parameters@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-parameters"
"babel-plugin-transform-es2015-shorthand-properties@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-shorthand-properties"
"babel-plugin-transform-es2015-spread@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-spread"
"babel-plugin-transform-es2015-sticky-regex@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-sticky-regex"
"babel-plugin-transform-es2015-template-literals@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-template-literals"
"babel-plugin-transform-es2015-typeof-symbol@6.23.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-typeof-symbol"
"babel-plugin-transform-es2015-unicode-regex@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-unicode-regex"
"babel-plugin-transform-exponentiation-operator@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-exponentiation-operator"
"babel-plugin-transform-flow-strip-types@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-flow-strip-types"
"babel-plugin-transform-object-rest-spread@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-object-rest-spread"
"babel-plugin-transform-react-constant-elements@6.23.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-react-constant-elements"
"babel-plugin-transform-react-display-name@6.25.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-react-display-name"
"babel-plugin-transform-react-jsx-self@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-react-jsx-self"
"babel-plugin-transform-react-jsx-source@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-react-jsx-source"
"babel-plugin-transform-react-jsx@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-react-jsx"
"babel-plugin-transform-regenerator@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-regenerator"
"babel-plugin-transform-runtime@6.23.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-runtime"
"babel-plugin-transform-strict-mode@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-strict-mode"
"babel-preset-env@1.6.1","MIT","https://github.com/babel/babel-preset-env"
"babel-preset-flow@6.23.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-preset-flow"
"babel-preset-jest@23.2.0","MIT","https://github.com/facebook/jest"
"babel-preset-react-app@3.1.1","MIT","https://github.com/facebookincubator/create-react-app"
"babel-preset-react@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-preset-react"
"babel-register@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-register"
"babel-runtime@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-runtime"
"babel-template@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-template"
"babel-traverse@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-traverse"
"babel-types@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-types"
"babylon@6.18.0","MIT","https://github.com/babel/babylon"
"balanced-match@1.0.0","MIT","https://github.com/juliangruber/balanced-match"
"base64-js@1.3.1","MIT","https://github.com/beatgammit/base64-js"
"base@0.11.2","MIT","https://github.com/node-base/base"
"batch@0.6.1","MIT","https://github.com/visionmedia/batch"
"bcrypt-pbkdf@1.0.1","BSD-3-Clause",""
"big.js@3.2.0","MIT","https://github.com/MikeMcl/big.js"
"big.js@5.2.2","MIT","https://github.com/MikeMcl/big.js"
"binary-extensions@1.13.1","MIT","https://github.com/sindresorhus/binary-extensions"
"block-stream@0.0.9","ISC","https://github.com/isaacs/block-stream"
"bluebird@3.7.2","MIT","https://github.com/petkaantonov/bluebird"
"bn.js@4.11.8","MIT","https://github.com/indutny/bn.js"
"body-parser@1.19.0","MIT","https://github.com/expressjs/body-parser"
"body-scroll-lock@3.1.5","MIT","https://github.com/willmcpo/body-scroll-lock"
"bonjour@3.5.0","MIT","https://github.com/watson/bonjour"
"boolbase@1.0.0","ISC","https://github.com/fb55/boolbase"
"bootstrap-datepicker@1.9.0","Apache-2.0","https://github.com/uxsolutions/bootstrap-datepicker"
"bootstrap-sass@3.4.1","MIT","https://github.com/twbs/bootstrap-sass"
"bootstrap-select@1.12.2","MIT","https://github.com/silviomoreto/bootstrap-select"
"bootstrap-slider-without-jquery@10.0.0","MIT","https://github.com/seiyria/bootstrap-slider"
"bootstrap-slider@9.10.0","MIT","https://github.com/seiyria/bootstrap-slider"
"bootstrap-switch@3.3.4","Apache-2.0","https://github.com/Bttstrp/bootstrap-switch"
"bootstrap-touchspin@3.1.1","Apache*","https://github.com/istvan-ujjmeszaros/bootstrap-touchspin"
"bootstrap@3.4.1","MIT","https://github.com/twbs/bootstrap"
"boxen@1.3.0","MIT","https://github.com/sindresorhus/boxen"
"brace-expansion@1.1.11","MIT","https://github.com/juliangruber/brace-expansion"
"braces@1.8.5","MIT","https://github.com/jonschlinkert/braces"
"braces@2.3.2","MIT","https://github.com/micromatch/braces"
"breakjs@1.0.0","MIT","https://github.com/nygardk/BreakJS"
"brorand@1.1.0","MIT","https://github.com/indutny/brorand"
"browser-process-hrtime@0.1.2","BSD-2-Clause","https://github.com/kumavis/browser-process-hrtime"
"browser-resolve@1.11.3","MIT","https://github.com/shtylman/node-browser-resolve"
"browserify-aes@1.2.0","MIT","https://github.com/crypto-browserify/browserify-aes"
